state_long,state_short,utility,building_id,latitude,longitude,year,run_type,savings_year1,annual_energy,npv,year_1_bill,annual_energy
alabama,AL,apc,46496,33.56,-86.75,2018,tmy,823.2927664,9041.868238,-13137.8955,1084.932719,11472.6949
alabama,AL,apc,46496,33.56,-86.75,2018,amy,822.247866,8621.130613,-13159.44798,1085.97762,11472.6949
alabama,AL,apc,46496,33.56,-86.75,2019,tmy,830.35446,9041.868238,-13061.8533,1160.012793,11894.36322
alabama,AL,apc,46496,33.56,-86.75,2019,amy,844.0150183,8716.744424,-12909.08625,1146.352235,11894.36322
alabama,AL,apc,46496,33.56,-86.75,2020,tmy,784.2201324,9041.868238,-13581.19452,946.9655055,10144.62238
alabama,AL,apc,46496,33.56,-86.75,2020,amy,786.9620064,8634.738086,-13558.20039,944.2236316,10144.62238
alabama,AL,apc,46496,33.56,-86.75,2021,tmy,777.1930682,9041.868238,-13653.70968,831.2984735,9454.10044
alabama,AL,apc,46496,33.56,-86.75,2021,amy,767.4767413,8847.270373,-13767.58864,841.0148004,9454.10044
alabama,AL,apc,46496,33.56,-86.75,2022,tmy,820.2418164,9041.868238,-13175.86264,1064.684367,11166.91669
alabama,AL,apc,46496,33.56,-86.75,2022,amy,870.8992503,9524.516536,-12586.96881,1014.026933,11166.91669
alabama,AL,apc,46496,33.56,-86.75,2023,tmy,810.0341644,9041.868238,-13289.11662,1038.50932,10870.75928
alabama,AL,apc,46496,33.56,-86.75,2023,amy,844.2987014,9250.263426,-12894.36411,1004.244783,10870.75928
arizona,AZ,aps,112157,35.14,-111.67,2018,tmy,924.939432,11330.22237,-12074.11548,705.9252529,12406.59666
arizona,AZ,aps,112157,35.14,-111.67,2018,amy,932.1699767,11312.0757,-11985.91014,698.6947081,12406.59666
arizona,AZ,aps,112157,35.14,-111.67,2019,tmy,922.6919209,11330.22237,-12102.61372,663.6910609,12209.28779
arizona,AZ,aps,112157,35.14,-111.67,2019,amy,929.0352008,11336.7869,-12034.01373,657.3477811,12209.28779
arizona,AZ,aps,112157,35.14,-111.67,2020,tmy,901.6978001,11330.22237,-12350.20206,815.2374918,13006.74857
arizona,AZ,aps,112157,35.14,-111.67,2020,amy,965.4413457,11855.87204,-11617.47951,751.4939461,13006.74857
arizona,AZ,aps,112157,35.14,-111.67,2021,tmy,907.6216745,11330.22237,-12279.8109,735.9748765,12416.01156
arizona,AZ,aps,112157,35.14,-111.67,2021,amy,940.087744,11443.47506,-11898.76348,703.508807,12416.01156
arizona,AZ,aps,112157,35.14,-111.67,2022,tmy,910.2480058,11330.22237,-12251.56174,736.499753,12433.61385
arizona,AZ,aps,112157,35.14,-111.67,2022,amy,933.5602802,11395.42202,-11973.35786,713.1874786,12433.61385
arizona,AZ,aps,112157,35.14,-111.67,2023,tmy,918.9043785,11330.22237,-12141.25602,705.2237511,12404.0256
arizona,AZ,aps,112157,35.14,-111.67,2023,amy,940.0628982,11559.83782,-11907.09881,684.0652314,12404.0256
california,CA,sdge,111549,32.87,-117.15,2018,tmy,2784.025464,11233.73141,10149.97449,2035.212902,11009.28234
