state_long,state_short,utility,building_id,latitude,longitude,run_type,savings_year1,annual_energy,npv,year_1_bill
arizona,AZ,aps,112157,35.14,-111.67,tmy,1260.3896179069122,11098.921342499127,-8571.629286196267,120.73641587009307
arizona,AZ,aps,112157,35.14,-111.67,amy,1262.652935531479,11079.254924688687,-8680.601553269353,118.47309824552622
