state_long,state_short,utility,building_id,latitude,longitude,year,run_type,savings_year1,annual_energy,npv,year_1_bill,annual_energy
alabama,AL,apc,46496,33.56,-86.75,2018,tmy,994.1743596,8893.053533,-11318.08128,914.0511262,11472.6949
alabama,AL,apc,46496,33.56,-86.75,2018,amy,978.2177155,8488.864342,-11468.07544,930.0077703,11472.6949
alabama,AL,apc,46496,33.56,-86.75,2019,tmy,998.4483883,8891.477242,-11243.75028,991.9188649,11894.36322
alabama,AL,apc,46496,33.56,-86.75,2019,amy,997.1442899,8578.62938,-11261.2502,993.2229633,11894.36322
alabama,AL,apc,46496,33.56,-86.75,2020,tmy,979.2576914,8879.894731,-11508.34834,751.9279465,10144.62238
alabama,AL,apc,46496,33.56,-86.75,2020,amy,973.8564326,8483.830157,-11554.03692,757.3292053,10144.62238
alabama,AL,apc,46496,33.56,-86.75,2021,tmy,993.5479615,8867.862019,-11374.96983,614.9435802,9454.10044
alabama,AL,apc,46496,33.56,-86.75,2021,amy,980.7865189,8679.957905,-11505.93992,627.7050228,9454.10044
alabama,AL,apc,46496,33.56,-86.75,2022,tmy,1009.884715,8884.389885,-11131.13053,875.0414683,11166.91669
alabama,AL,apc,46496,33.56,-86.75,2022,amy,1054.424916,9365.918501,-10628.54285,830.5012669,11166.91669
alabama,AL,apc,46496,33.56,-86.75,2023,tmy,1003.416236,8879.545763,-11225.35785,845.1272475,10870.75928
alabama,AL,apc,46496,33.56,-86.75,2023,amy,1048.876017,9082.975275,-10712.16148,799.6674669,10870.75928
arizona,AZ,aps,112157,35.14,-111.67,2018,tmy,1117.027011,11105.11247,-10219.15719,513.8376742,12406.59666
arizona,AZ,aps,112157,35.14,-111.67,2018,amy,1256.112457,11082.09548,-9097.103752,374.7522281,12406.59666
arizona,AZ,aps,112157,35.14,-111.67,2019,tmy,1187.081209,11102.45683,-9470.82974,399.3017727,12209.28779
arizona,AZ,aps,112157,35.14,-111.67,2019,amy,1243.497846,11101.72344,-9053.722893,342.8851355,12209.28779
arizona,AZ,aps,112157,35.14,-111.67,2020,tmy,1089.050766,11104.21979,-10361.01171,627.8845254,13006.74857
arizona,AZ,aps,112157,35.14,-111.67,2020,amy,1257.998938,11616.97647,-8714.67255,458.9363536,13006.74857
