Time stamp,Power
1,-0.056358
2,-0.056358
3,-0.056358
4,-0.056358
5,-0.056358
6,-0.056358
7,-0.056358
8,401.854
9,1470.32
10,1839.93
11,2302.53
12,2384.06
13,2392.52
14,2603.26
15,1756.77
16,1558.25
17,1431.83
18,349.678
19,-0.056358
20,-0.056358
21,-0.056358
22,-0.056358
23,-0.056358
24,-0.056358
25,-0.056358
26,-0.056358
27,-0.056358
28,-0.056358
29,-0.056358
30,-0.056358
31,-0.056358
32,401.975
33,1606.61
34,2503.42
35,3121.15
36,3500.09
37,3503.98
38,3350.92
39,3074.91
40,2439.8
41,1552.57
42,424.162
43,-0.056358
44,-0.056358
45,-0.056358
46,-0.056358
47,-0.056358
48,-0.056358
49,-0.056358
50,-0.056358
51,-0.056358
52,-0.056358
53,-0.056358
54,-0.056358
55,-0.056358
56,400.55
57,1104.04
58,2010.46
59,2678.72
60,3372.93
61,3475.21
62,2727.76
63,1698.73
64,2338.63
65,1474.21
66,379.185
67,-0.056358
68,-0.056358
69,-0.056358
70,-0.056358
71,-0.056358
72,-0.056358
73,-0.056358
74,-0.056358
75,-0.056358
76,-0.056358
77,-0.056358
78,-0.056358
79,-0.056358
80,401.79
81,1492.82
82,2362.86
83,2968.92
84,3347.93
85,3460.52
86,3309.68
87,2931.17
88,2299.15
89,1437.16
90,371.133
91,-0.056358
92,-0.056358
93,-0.056358
94,-0.056358
95,-0.056358
96,-0.056358
97,-0.056358
98,-0.056358
99,-0.056358
100,-0.056358
101,-0.056358
102,-0.056358
103,-0.056358
104,377.621
105,1456.26
106,2305.97
107,2911.76
108,2089.87
109,1127.69
110,1867.54
111,1381.74
112,1856.73
113,710.173
114,144.656
115,-0.056358
116,-0.056358
117,-0.056358
118,-0.056358
119,-0.056358
120,-0.056358
121,-0.056358
122,-0.056358
123,-0.056358
124,-0.056358
125,-0.056358
126,-0.056358
127,-0.056358
128,366.902
129,1462.54
130,2361.8
131,2730.9
132,1652.83
133,3060.68
134,1844.28
135,2540.56
136,1815.56
137,1209.56
138,371.958
139,-0.056358
140,-0.056358
141,-0.056358
142,-0.056358
143,-0.056358
144,-0.056358
145,-0.056358
146,-0.056358
147,-0.056358
148,-0.056358
149,-0.056358
150,-0.056358
151,-0.056358
152,210.781
153,583.327
154,2284.86
155,2685.45
156,2575.92
157,1747.44
158,3235.73
159,3037.69
160,2392.12
161,1498.46
162,398.986
163,-0.056358
164,-0.056358
165,-0.056358
166,-0.056358
167,-0.056358
168,-0.056358
169,-0.056358
170,-0.056358
171,-0.056358
172,-0.056358
173,-0.056358
174,-0.056358
175,-0.056358
176,263.704
177,1299.98
178,1958.7
179,2616.49
180,3426.13
181,2833.35
182,2068.61
183,1340.09
184,1260.03
185,756.785
186,316.145
187,-0.056358
188,-0.056358
189,-0.056358
190,-0.056358
191,-0.056358
192,-0.056358
193,-0.056358
194,-0.056358
195,-0.056358
196,-0.056358
197,-0.056358
198,-0.056358
199,-0.056358
200,367.852
201,1515.18
202,2279.83
203,3051.34
204,2855.95
205,2934.06
206,2373.39
207,1382.45
208,1461.12
209,1113.96
210,375.31
211,-0.056358
212,-0.056358
213,-0.056358
214,-0.056358
215,-0.056358
216,-0.056358
217,-0.056358
218,-0.056358
219,-0.056358
220,-0.056358
221,-0.056358
222,-0.056358
223,-0.056358
224,350.369
225,1433.22
226,2325.65
227,2977.22
228,1831.73
229,2170.94
230,2724.58
231,2272.88
232,1730.09
233,392.202
234,237.33
235,-0.056358
236,-0.056358
237,-0.056358
238,-0.056358
239,-0.056358
240,-0.056358
241,-0.056358
242,-0.056358
243,-0.056358
244,-0.056358
245,-0.056358
246,-0.056358
247,-0.056358
248,265.29
249,1101.64
250,900.174
251,1564.77
252,2414.64
253,2824.3
254,2463.75
255,2250.99
256,1949.99
257,1495.43
258,375.88
259,-0.056358
260,-0.056358
261,-0.056358
262,-0.056358
263,-0.056358
264,-0.056358
265,-0.056358
266,-0.056358
267,-0.056358
268,-0.056358
269,-0.056358
270,-0.056358
271,-0.056358
272,154.367
273,1293.31
274,2259.47
275,2681.79
276,2177.44
277,2789.31
278,2202.82
279,2483.32
280,2080.74
281,1537.85
282,408.638
283,-0.056358
284,-0.056358
285,-0.056358
286,-0.056358
287,-0.056358
288,-0.056358
289,-0.056358
290,-0.056358
291,-0.056358
292,-0.056358
293,-0.056358
294,-0.056358
295,-0.056358
296,360.552
297,1240.94
298,2384.22
299,2819.32
300,3070.17
301,2650.21
302,3055.96
303,2850.36
304,2430.92
305,1562.4
306,408.007
307,-0.056358
308,-0.056358
309,-0.056358
310,-0.056358
311,-0.056358
312,-0.056358
313,-0.056358
314,-0.056358
315,-0.056358
316,-0.056358
317,-0.056358
318,-0.056358
319,-0.056358
320,62.6063
321,1061.15
322,2069.36
323,2782.2
324,3285.19
325,3581.56
326,3461.87
327,2401.78
328,2472.78
329,1456.1
330,499.995
331,-0.056358
332,-0.056358
333,-0.056358
334,-0.056358
335,-0.056358
336,-0.056358
337,-0.056358
338,-0.056358
339,-0.056358
340,-0.056358
341,-0.056358
342,-0.056358
343,-0.056358
344,351.152
345,1461.85
346,2354.09
347,2672.32
348,2134.71
349,1926.81
350,723.375
351,466.022
352,872.463
353,398.896
354,255.145
355,-0.056358
356,-0.056358
357,-0.056358
358,-0.056358
359,-0.056358
360,-0.056358
361,-0.056358
362,-0.056358
363,-0.056358
364,-0.056358
365,-0.056358
366,-0.056358
367,-0.056358
368,348.578
369,1444.81
370,1511.42
371,2667.85
372,3401.41
373,3421.19
374,2768.13
375,3052.49
376,996.124
377,641.001
378,308.09
379,-0.056358
380,-0.056358
381,-0.056358
382,-0.056358
383,-0.056358
384,-0.056358
385,-0.056358
386,-0.056358
387,-0.056358
388,-0.056358
389,-0.056358
390,-0.056358
391,-0.056358
392,214.205
393,1498.37
394,2387.12
395,2730.84
396,2348.45
397,3461.59
398,2880.73
399,2707.54
400,2314.07
401,1030.1
402,430.009
403,-0.056358
404,-0.056358
405,-0.056358
406,-0.056358
407,-0.056358
408,-0.056358
409,-0.056358
410,-0.056358
411,-0.056358
412,-0.056358
413,-0.056358
414,-0.056358
415,-0.056358
416,372.778
417,1507.9
418,2384.11
419,2921.55
420,1288.85
421,2926.29
422,2893.25
423,2424.14
424,1971.22
425,1628.98
426,489.18
427,-0.056358
428,-0.056358
429,-0.056358
430,-0.056358
431,-0.056358
432,-0.056358
433,-0.056358
434,-0.056358
435,-0.056358
436,-0.056358
437,-0.056358
438,-0.056358
439,-0.056358
440,390.943
441,1488.08
442,2369.29
443,2992.59
444,2626.91
445,1140.22
