Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,1107684.094097287,112348.30191313144,0.0,0.0,65351.281774845425,910267.6850945245
 01/01  02:00:00,929055.5186307173,114755.77130739558,0.0,0.0,47510.71846471471,747072.2035438216
 01/01  03:00:00,921957.4804087726,114228.88343547824,0.0,0.0,47510.71846471471,740501.0531937941
 01/01  04:00:00,939402.1380370941,113902.895873691,0.0,0.0,47510.71846471471,758271.6983839029
 01/01  05:00:00,1032417.9217676461,116122.64779372503,0.0,0.0,47510.71846471471,849067.730194421
 01/01  06:00:00,1203171.1374222515,120340.93440287751,0.0,0.0,47510.71846471471,1019460.2989753755
 01/01  07:00:00,1488704.0364362681,125829.03504989672,0.0,0.0,47510.71846471471,1300362.3506169287
 01/01  08:00:00,1942314.0175883463,128573.0224167469,0.0,0.0,47510.71846471471,1751656.9710394344
 01/01  09:00:00,2917797.19046758,124241.8499777792,0.0,0.0,47510.71846471471,2731899.942994914
 01/01  10:00:00,3808921.290872184,116862.64858373419,0.0,0.0,47510.71846471471,3632546.377979953
 01/01  11:00:00,4111731.4231352163,107030.7401489821,0.0,0.0,150226.19887021132,3845044.6980959084
 01/01  12:00:00,4247278.437224819,107390.48385528848,0.0,0.0,244285.8803651323,3889172.6734452294
 01/01  13:00:00,3853243.347313424,97844.75452159147,0.0,0.0,95021.43692942942,3655233.6362150675
 01/01  14:00:00,3124827.070493146,99744.5438689389,0.0,0.0,94540.55921217523,2925827.074401974
 01/01  15:00:00,3024942.2696111305,102035.8231980227,0.0,0.0,238515.3477580819,2679676.205644969
 01/01  16:00:00,2715019.7241270393,106049.57296039235,0.0,0.0,254865.19014472465,2348961.4413745874
 01/01  17:00:00,2229667.3099551904,112242.81179074866,0.0,0.0,303914.7173046528,1805365.8747515082
 01/01  18:00:00,2355289.0647370266,117581.02953223193,0.0,0.0,567435.7063599529,1654413.1432655582
 01/01  19:00:00,6772111.882047366,105912.21197097386,0.0,0.0,925208.7279970758,5719988.236852698
 01/01  20:00:00,3212911.5628167037,119392.92373386845,0.0,0.0,961755.4345083949,2103902.4731513737
 01/01  21:00:00,1644103.2928194236,131958.78100503644,0.0,0.0,431828.1900942693,1041311.297727825
 01/01  22:00:00,1508432.8675818974,137750.166522693,0.0,0.0,332767.3803399046,992909.5238051156
 01/01  23:00:00,1401898.1592308925,141180.48103413722,0.0,0.0,289488.38578702684,932224.2684174355
 01/01  24:00:00,1189664.214957831,145231.26302287006,0.0,0.0,143301.55974175083,874127.9140446996
 01/02  01:00:00,1225715.3408502438,163914.6541552818,0.0,0.0,83191.84508497614,958892.0162952003
 01/02  02:00:00,967888.4870137745,153588.7396904528,0.0,0.0,47510.71846471471,747072.2035438216
 01/02  03:00:00,962927.7488634908,155199.15189019652,0.0,0.0,47510.71846471471,740501.0531937941
 01/02  04:00:00,982719.1656526318,157219.92348922853,0.0,0.0,47510.71846471471,758271.6983839029
 01/02  05:00:00,1074800.4587836894,158505.18480976837,0.0,0.0,47510.71846471471,849067.730194421
 01/02  06:00:00,1242291.5801106598,159461.37709128574,0.0,0.0,47510.71846471471,1019460.2989753755
 01/02  07:00:00,1783153.7566655409,157930.08114829916,0.0,0.0,194274.59777069578,1415947.145441818
 01/02  08:00:00,2308602.377551009,144972.11796939716,0.0,0.0,239477.10319259032,1909579.8507215711
 01/02  09:00:00,3099635.7388898954,126109.69881447226,0.0,0.0,150226.19887021132,2809155.1621750398
 01/02  10:00:00,3791999.596092442,99940.95380399174,0.0,0.0,47510.71846471471,3632546.377979953
 01/02  11:00:00,4250221.27560574,69786.4149888433,0.0,0.0,252941.6792757079,3918063.395321074
 01/02  12:00:00,4197793.704277835,57905.750908304086,0.0,0.0,244285.8803651323,3889172.6734452294
 01/02  13:00:00,4049789.6145302965,30485.15606864959,0.0,0.0,237553.5923235735,3776607.346490738
 01/02  14:00:00,3311758.098380215,21670.426064980937,0.0,0.0,235630.08145455676,3049742.6978506204
