Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,1547410.653453031,373726.2238896628,180000.0,0.0,223293.66306557474,652089.814609081
 01/01  02:00:00,1619653.4983132258,451998.18269089016,180000.0,0.0,223293.66306557474,646060.7006680483
 01/01  03:00:00,1646068.579431927,484442.3777506243,180000.0,0.0,223293.66306557474,640031.5867270154
 01/01  04:00:00,1661010.1971481093,505413.1094078389,180000.0,0.0,223293.66306557474,634002.4727859828
 01/01  05:00:00,1661971.9292179043,512403.95541866694,180000.0,0.0,223293.66306557474,627973.3588449501
 01/01  06:00:00,1644430.7508329034,518008.61544667504,180000.0,0.0,223293.66306557474,627973.3588449501
 01/01  07:00:00,1653233.276597424,519896.4329764653,180000.0,0.0,223293.66306557474,640031.5867270154
 01/01  08:00:00,1626452.0903474675,483628.77866811136,180000.0,0.0,223293.66306557474,652089.814609081
 01/01  09:00:00,1500763.7393974431,354483.0736007218,180000.0,0.0,223293.66306557474,658118.9285501137
 01/01  10:00:00,1362544.3332030587,229122.4665246756,180000.0,0.0,223293.66306557474,658118.9285501137
 01/01  11:00:00,3328833.492609645,121917.13340973009,45000.0,0.0,2151902.6400271114,953435.0030521146
 01/01  12:00:00,2603413.224481456,65833.13026431855,0.0,0.0,1608974.9028152507,890028.7940468721
 01/01  13:00:00,3069272.662907568,32378.82333509169,0.0,0.0,2007842.2122428697,998190.509445594
 01/01  14:00:00,3039692.2690097615,23377.74273398362,0.0,0.0,1989834.6587698394,998190.509445594
 01/01  15:00:00,3072445.1857912233,45909.823676626096,0.0,0.0,2016845.988979385,981400.0150748678
 01/01  16:00:00,3406655.88514346,84423.24204273138,90000.0,0.0,2192419.6353414296,1008951.8898752877
 01/01  17:00:00,3652694.466698267,189315.22852518078,180000.0,0.0,2054661.8512727483,1179853.950250653
 01/01  18:00:00,1438891.6654917684,240120.16281314753,180000.0,0.0,223293.66306557474,700322.7261373426
 01/01  19:00:00,2688536.363052455,290934.83443045453,180000.0,0.0,1262554.5928778315,829030.7043844531
 01/01  20:00:00,6268580.177851106,302093.4663397691,180000.0,0.0,4501888.368257555,1117433.9547153835
 01/01  21:00:00,5577420.245362447,320770.5144101706,180000.0,0.0,3781586.229336347,1061033.3576621716
 01/01  22:00:00,4666768.6533651035,335727.7928267262,180000.0,0.0,2858699.113843548,1022306.9652097248
 01/01  23:00:00,4149777.260710719,346034.2036160126,180000.0,0.0,2462532.9374368833,927179.9757040667
 01/01  24:00:00,2669715.098374678,359407.77079112444,180000.0,0.0,1125472.0920643888,842814.366628102
 01/02  01:00:00,2046095.5804926096,368682.0023935786,180000.0,0.0,558234.157663937,820878.4685463815
 01/02  02:00:00,1542598.721178037,374943.40555570106,180000.0,0.0,223293.66306557474,646060.7006680483
 01/02  03:00:00,1539205.3641034185,377579.1624221159,180000.0,0.0,223293.66306557474,640031.5867270154
 01/02  04:00:00,1532823.1534443966,377226.06570412614,180000.0,0.0,223293.66306557474,634002.4727859828
 01/02  05:00:00,1522622.6038813172,373054.6300820797,180000.0,0.0,223293.66306557474,627973.3588449501
 01/02  06:00:00,1494093.1709023218,367671.0355160934,180000.0,0.0,223293.66306557474,627973.3588449501
 01/02  07:00:00,1890287.7604901239,361734.7847484579,180000.0,0.0,568138.3120741035,690403.0698391941
 01/02  08:00:00,3572124.8037210964,342190.6953191069,180000.0,0.0,2025849.7657159003,936644.5086813885
 01/02  09:00:00,1482529.5154394086,336248.8496426876,180000.0,0.0,223293.66306557474,658118.9285501137
 01/02  10:00:00,1453237.6285827723,319815.76190438925,180000.0,0.0,223293.66306557474,658118.9285501137
 01/02  11:00:00,1365248.0781116597,298285.88431631564,135000.0,0.0,223293.66306557474,652089.814609081
 01/02  12:00:00,1194628.9399581715,280669.064928501,0.0,0.0,223293.66306557474,652089.814609081
 01/02  13:00:00,1180352.259582008,262049.43614127504,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  14:00:00,1160524.602313777,244793.53869671182,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  15:00:00,1147175.3235834735,231444.25996640834,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  16:00:00,1134169.7739846434,221896.06448494317,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  17:00:00,1400963.6298968468,236600.25980837498,0.0,0.0,223293.66306557474,892206.2703732118
 01/02  18:00:00,1220936.4702722481,202164.96759362723,0.0,0.0,223293.66306557474,700322.7261373426
 01/02  19:00:00,5844138.935146313,158805.36599240685,0.0,0.0,4380337.382314602,1178979.9554795888
 01/02  20:00:00,5920506.603237482,134019.89172614407,0.0,0.0,4501888.368257555,1117433.9547153835
