Date/Time,Whole Building:Facility Total Building Electricity Demand Rate [W](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,276.0234526564912,66.00130291029767,342.0247555667888,1231289.12004044,192604.6904770716,45000.0,0.0,223293.66306557474,652089.814609081
 01/01  02:00:00,274.3486987839822,111.85583422185331,386.2045330058354,1390336.3188210076,222681.00319867188,180000.0,0.0,223293.66306557474,646060.7006680483
 01/01  03:00:00,272.673944911473,115.48559233805005,388.15953724952305,1397374.334098283,235748.1324169802,180000.0,0.0,223293.66306557474,640031.5867270154
 01/01  04:00:00,270.99919103896394,117.6750473852338,388.6742384241977,1399227.2583271116,243630.17058684168,180000.0,0.0,223293.66306557474,634002.4727859828
 01/01  05:00:00,269.32443716645486,119.21198099481603,388.53641816127083,1398731.1053805752,249163.13158133772,180000.0,0.0,223293.66306557474,627973.3588449501
 01/01  06:00:00,262.8950376072857,121.90788361586549,384.8029212231512,1385290.5164033442,258868.38101711572,180000.0,0.0,223293.66306557474,627973.3588449501
 01/01  07:00:00,264.8157898947107,122.60846837609802,387.4242582708087,1394727.3297749115,261390.48615395286,180000.0,0.0,223293.66306557474,640031.5867270154
 01/01  08:00:00,267.45091991093227,70.98728712058755,338.43820703151977,1218377.5453134712,210554.23363411517,45000.0,0.0,223293.66306557474,652089.814609081
 01/01  09:00:00,268.41129605464477,32.72870603155651,301.1400020862013,1084104.0075103247,117823.34171360344,0.0,0.0,223293.66306557474,658118.9285501137
 01/01  10:00:00,264.839407410662,9.770551643137,274.609959053799,988595.8525936763,35173.985915293204,0.0,0.0,223293.66306557474,658118.9285501137
 01/01  11:00:00,878.3100997777541,0.0,878.3100997777541,3161916.3591999146,0.0,0.0,0.0,2151902.6400271114,953435.0030521146
 01/01  12:00:00,704.8833595047604,0.0,704.8833595047604,2537580.0942171374,0.0,0.0,0.0,1608974.9028152507,890028.7940468721
 01/01  13:00:00,843.5816221034655,0.0,843.5816221034655,3036893.8395724758,0.0,0.0,0.0,2007842.2122428697,998190.509445594
 01/01  14:00:00,837.865146187716,187.12473278041404,1024.9898789681301,3689963.564285268,160191.30095573477,513457.7370537558,0.0,1989834.6587698394,998190.509445594
 01/01  15:00:00,840.7042672540548,404.6253726196603,1245.329639873715,4483186.703545374,347249.48425310815,1109401.857177669,0.0,2016845.988979385,981400.0150748678
 01/01  16:00:00,897.8424008613135,246.30517457322378,1144.1475754345374,4118931.2715643346,214301.8611251273,672396.7673384784,0.0,2192419.6353414296,1008951.8898752877
 01/01  17:00:00,912.0497883814129,0.0,912.0497883814129,3283379.238173086,0.0,0.0,0.0,2054661.8512727483,1179853.950250653
 01/01  18:00:00,282.9920840773947,0.0,282.9920840773947,1018771.5026786209,0.0,0.0,0.0,223293.66306557474,700322.7261373426
 01/01  19:00:00,616.0004246172223,3.278686437347063,619.2791110545694,2229404.79979645,11803.271174449426,0.0,0.0,1262554.5928778315,829030.7043844531
 01/01  20:00:00,1607.3574198642602,9.290837898534484,1616.6482577627946,5819933.727946062,33447.01643472414,0.0,0.0,4501888.368257555,1117433.9547153835
 01/01  21:00:00,1410.1804808200766,19.515367522978195,1429.6958483430546,5146905.054034998,70255.3230827215,0.0,0.0,3781586.229336347,1061033.3576621716
 01/01  22:00:00,1153.066905705105,30.657728408696876,1183.724634113802,4261408.682809686,110367.82227130875,0.0,0.0,2858699.113843548,1022306.9652097248
 01/01  23:00:00,1006.5952936374186,39.44022789241878,1046.0355215298375,3765727.8775074147,141984.8204127076,0.0,0.0,2462532.9374368833,927179.9757040667
 01/01  24:00:00,591.7520354398761,47.28035321195068,639.0323886518267,2300516.599146576,170209.27156302246,0.0,0.0,1125472.0920643888,842814.366628102
 01/02  01:00:00,415.9482161386197,52.64636435939826,468.594580498018,1686940.4897928648,189526.91169383377,0.0,0.0,558234.157663937,820878.4685463815
 01/02  02:00:00,274.3486987839822,56.294519770391595,330.6432185543738,1190315.5867957454,202660.27117340974,0.0,0.0,223293.66306557474,646060.7006680483
 01/02  03:00:00,272.673944911473,58.43888574183295,331.1128306533059,1192006.1903519013,210379.98867059863,0.0,0.0,223293.66306557474,640031.5867270154
 01/02  04:00:00,270.99919103896394,60.20492591755766,331.2041169565216,1192334.8210434779,216737.73330320758,0.0,0.0,223293.66306557474,634002.4727859828
 01/02  05:00:00,269.32443716645486,61.560806532636974,330.88524369909186,1191186.8773167306,221618.9035174931,0.0,0.0,223293.66306557474,627973.3588449501
 01/02  06:00:00,262.8950376072857,62.37888574128377,325.27392334856944,1170986.12405485,224563.98866862155,0.0,0.0,223293.66306557474,627973.3588449501
 01/02  07:00:00,374.59804881712944,61.52372921125372,436.1217780283831,1570038.400902179,221485.4251605134,0.0,0.0,568138.3120741035,690403.0698391941
 01/02  08:00:00,847.2039190005527,48.9248685612625,896.1287875618152,3226063.6352225346,176129.52682054497,0.0,0.0,2025849.7657159003,936644.5086813885
 01/02  09:00:00,268.41129605464477,39.86827104835777,308.27956710300253,1109806.441570809,143525.77577408796,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  10:00:00,264.839407410662,31.887807061186304,296.7272144718483,1068217.9720986537,114796.1054202707,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  11:00:00,258.8783871653734,22.27604909672768,281.15443626210106,1012155.970543564,80193.77674821965,0.0,0.0,223293.66306557474,652089.814609081
 01/02  12:00:00,253.8777430637974,9.771698619064216,263.6494416828616,949137.9900583018,35178.115028631175,0.0,0.0,223293.66306557474,652089.814609081
 01/02  13:00:00,255.0841176224258,1.1483122332233735,256.2324298556492,922436.747480337,4133.924039604144,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  14:00:00,254.36973989362926,0.0,254.36973989362926,915731.0636170653,0.0,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  15:00:00,254.36973989362926,0.0,254.36973989362926,915731.0636170653,0.0,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  16:00:00,253.40936374991674,0.0,253.40936374991674,912273.7094997002,0.0,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  17:00:00,323.43426946902,0.0,323.43426946902,1164363.370088472,0.0,0.0,0.0,223293.66306557474,892206.2703732118
 01/02  18:00:00,282.9920840773947,0.0,282.9920840773947,1018771.5026786209,0.0,0.0,0.0,223293.66306557474,700322.7261373426
 01/02  19:00:00,1579.259324764974,0.0,1579.259324764974,5685333.569153907,0.0,0.0,0.0,4380337.382314602,1178979.9554795888
 01/02  20:00:00,1607.3574198642602,0.589594583723266,1607.9470144479835,5788609.252012741,2122.540501403758,0.0,0.0,4501888.368257555,1117433.9547153835
 01/02  21:00:00,1410.1804808200766,5.273822179325151,1415.454302999402,5095635.490797847,18985.759845570545,0.0,0.0,3781586.229336347,1061033.3576621716
 01/02  22:00:00,1153.066905705105,10.770661576012571,1163.8375672811176,4189815.2422120227,38774.38167364526,0.0,0.0,2858699.113843548,1022306.9652097248
 01/02  23:00:00,1006.5952936374186,14.804170906435456,1021.399464543854,3677038.0723578753,53295.01526316764,0.0,0.0,2462532.9374368833,927179.9757040667
 01/02  24:00:00,440.79733167920904,19.095052690640227,459.8923843698493,1655612.5837314576,68742.18968630482,0.0,0.0,674382.8775649817,750466.647589108
 01/03  01:00:00,276.0234526564912,22.59964714411378,298.62309980060496,1075043.159282178,81358.72971880961,0.0,0.0,223293.66306557474,652089.814609081
 01/03  02:00:00,274.3486987839822,24.160256484510555,298.50895526849274,1074632.2389665737,86976.92334423799,0.0,0.0,223293.66306557474,646060.7006680483
 01/03  03:00:00,272.673944911473,25.58239696628651,298.25634187775944,1073722.8307599341,92096.62907863143,0.0,0.0,223293.66306557474,640031.5867270154
 01/03  04:00:00,270.99919103896394,26.610745726513045,297.60993676547696,1071395.7723557171,95798.68461544695,0.0,0.0,223293.66306557474,634002.4727859828
 01/03  05:00:00,269.32443716645486,27.29520891588716,296.619646082342,1067830.7258964314,98262.75209719378,0.0,0.0,223293.66306557474,627973.3588449501
 01/03  06:00:00,262.8950376072857,27.757745634003584,290.6527832412893,1046350.0196686414,99927.88428241291,0.0,0.0,223293.66306557474,627973.3588449501
 01/03  07:00:00,264.8157898947107,27.792037699066917,292.6078275937776,1053388.1793375995,100051.33571664091,0.0,0.0,223293.66306557474,640031.5867270154
 01/03  08:00:00,267.45091991093227,26.21309344803396,293.6640133589662,1057190.4480922783,94367.13641292226,0.0,0.0,223293.66306557474,652089.814609081
 01/03  09:00:00,887.8430086670253,15.477710329497631,903.3207189965229,3251954.588387483,55719.75718619147,0.0,0.0,2151902.6400271114,959464.1169931472
 01/03  10:00:00,583.3089355440197,10.910797584865563,594.2197331288853,2139191.0392639874,39278.871305516026,0.0,0.0,1219111.3701241463,808791.5227716304
 01/03  11:00:00,258.8783871653734,6.215670063672421,265.0940572290458,954338.6060245651,22376.412229220718,0.0,0.0,223293.66306557474,652089.814609081
 01/03  12:00:00,253.8777430637974,5.278199979182701,259.1559430429801,932961.3949547283,19001.519925057724,0.0,0.0,223293.66306557474,652089.814609081
 01/03  13:00:00,255.0841176224258,6.174867398680233,261.258985021106,940532.3460759816,22229.52263524884,0.0,0.0,223293.66306557474,664148.0424911462
 01/03  14:00:00,254.36973989362926,8.325949727731933,262.6956896213612,945704.4826369004,29973.41901983496,0.0,0.0,223293.66306557474,664148.0424911462
 01/03  15:00:00,254.36973989362926,11.047926544859555,265.4176664384888,955503.5991785598,39772.5355614944,0.0,0.0,223293.66306557474,664148.0424911462
 01/03  16:00:00,253.40936374991674,13.910967818803307,267.32033156872006,962353.1936473921,50079.4841476919,0.0,0.0,223293.66306557474,658118.9285501137
 01/03  17:00:00,323.43426946902,18.97965446475176,342.4139239337718,1232690.1261615783,68326.75607310634,0.0,0.0,223293.66306557474,892206.2703732118
 01/03  18:00:00,282.9920840773947,18.942426457951925,301.9345105353466,1086964.2379272478,68192.73524862694,0.0,0.0,223293.66306557474,700322.7261373426
 01/03  19:00:00,294.9141245679718,20.608711214481048,315.52283578245283,1135882.20881683,74191.36037213178,0.0,0.0,223293.66306557474,712380.9540194079
 01/03  20:00:00,955.1760401739796,19.542716368214844,974.7187565421943,3508987.5235519,70353.77892557344,0.0,0.0,2362591.0156615647,908878.340426363
 01/03  21:00:00,1410.1804808200766,15.85951840031614,1426.0399992203927,5133743.997193414,57094.2662411381,0.0,0.0,3781586.229336347,1061033.3576621716
 01/03  22:00:00,740.6435837978242,18.42963675424023,759.0732205520645,2732663.593987432,66346.69231526484,0.0,0.0,1540996.3884545616,855285.731732501
 01/03  23:00:00,314.8694659423734,22.58493579582276,337.45440173819617,1214835.8462575062,81305.76886496192,0.0,0.0,223293.66306557474,676206.2703732118
 01/03  24:00:00,289.842627918542,23.976902846555763,313.8195307650978,1129750.310754352,86316.85024760074,0.0,0.0,223293.66306557474,658118.9285501137
 01/04  01:00:00,276.0234526564912,24.69795258864685,300.72140524513804,1082597.058882497,88912.62931912867,0.0,0.0,223293.66306557474,652089.814609081
 01/04  02:00:00,274.3486987839822,25.198081552723806,299.546780336706,1078368.4092121415,90713.0935898057,0.0,0.0,223293.66306557474,646060.7006680483
 01/04  03:00:00,272.673944911473,25.634183314400776,298.30812822587376,1073909.2616131455,92283.05993184278,0.0,0.0,223293.66306557474,640031.5867270154
 01/04  04:00:00,270.99919103896394,26.271710890895026,297.27090192985895,1070175.2469474922,94578.15920722208,0.0,0.0,223293.66306557474,634002.4727859828
 01/04  05:00:00,269.32443716645486,27.32524089137896,296.6496780578338,1067938.841008202,98370.86720896425,0.0,0.0,223293.66306557474,627973.3588449501
 01/04  06:00:00,262.8950376072857,29.614138733134023,292.50917634041974,1053033.0348255108,106610.89943928248,0.0,0.0,223293.66306557474,627973.3588449501
 01/04  07:00:00,264.8157898947107,33.871804775568165,298.6875946702788,1075275.340813004,121938.49719204538,0.0,0.0,223293.66306557474,640031.5867270154
 01/04  08:00:00,412.3891696833374,36.11210617177436,448.50127585511177,1614604.5930784023,130003.5822183877,0.0,0.0,673932.688728156,723228.4881271579
 01/04  09:00:00,268.41129605464477,25.40038981940432,293.8116858740491,1057722.0691465768,91441.40334985557,0.0,0.0,223293.66306557474,658118.9285501137
 01/04  10:00:00,264.839407410662,6.863686241283177,271.70309365194515,978131.1371470025,24709.270468619437,0.0,0.0,223293.66306557474,658118.9285501137
 01/04  11:00:00,258.8783871653734,0.0,258.8783871653734,931962.1937953443,0.0,0.0,0.0,223293.66306557474,652089.814609081
 01/04  12:00:00,253.8777430637974,0.0,253.8777430637974,913959.8750296707,0.0,0.0,0.0,223293.66306557474,652089.814609081
 01/04  13:00:00,255.0841176224258,0.0,255.0841176224258,918302.8234407329,0.0,0.0,0.0,223293.66306557474,664148.0424911462
 01/04  14:00:00,546.1174430406727,7.901522625046293,554.018965665719,1994468.2763965882,6854.472416512824,21591.00903365383,0.0,1106564.1609177073,831169.2759683701
 01/04  15:00:00,254.36973989362926,84.75171785028448,339.12145774391377,1220837.2478780895,74010.68110193683,231095.50315908727,0.0,223293.66306557474,664148.0424911462
 01/04  16:00:00,253.40936374991674,8.70351568901031,262.11287943892705,943606.3659801374,7644.930098558724,23687.72638187839,0.0,223293.66306557474,658118.9285501137
 01/04  17:00:00,323.43426946902,0.0,323.43426946902,1164363.370088472,0.0,0.0,0.0,223293.66306557474,892206.2703732118
 01/04  18:00:00,282.9920840773947,1.7458808509887047,284.73796492838335,1025056.6737421802,6285.171063559337,0.0,0.0,223293.66306557474,700322.7261373426
 01/04  19:00:00,294.9141245679718,54.40336072166524,349.31748528963703,1257542.9470426932,60852.09859799486,135000.0,0.0,223293.66306557474,712380.9540194079
 01/04  20:00:00,955.1760401739796,79.91674558913269,1035.0927857631123,3726334.0287472038,107700.28412087768,180000.0,0.0,2362591.015661565,908878.340426363
 01/04  21:00:00,1410.1804808200766,90.30295742966015,1500.4834382497368,5401740.377699053,145090.6467467766,180000.0,0.0,3781586.229336347,1061033.3576621716
 01/04  22:00:00,2223.0755566032394,96.10612696308499,2319.1816835663244,8349054.060838768,165982.05706710598,180000.0,0.0,2858699.113843548,4874338.108443009
 01/04  23:00:00,908.306923626677,107.53016733951952,1015.8370909661965,3657013.527478307,207108.6024222703,180000.0,0.0,1902723.1188440563,1133151.6622582232
 01/04  24:00:00,289.842627918542,119.28914621493425,409.13177413347626,1472874.3868805142,249440.9263737632,180000.0,0.0,223293.66306557474,658118.9285501137
 01/05  01:00:00,276.0234526564912,125.66977027203212,401.6932229285233,1446095.602542684,272411.1729793156,180000.0,0.0,223293.66306557474,652089.814609081
 01/05  02:00:00,274.3486987839822,130.10557926351385,404.454278047496,1456035.4009709856,288380.08534864994,180000.0,0.0,223293.66306557474,646060.7006680483
 01/05  03:00:00,272.673944911473,134.14256093752348,406.8165058489965,1464539.421056387,302913.21937508456,180000.0,0.0,223293.66306557474,640031.5867270154
 01/05  04:00:00,270.99919103896394,138.79361350742553,409.79280454638945,1475254.096367002,319657.0086267319,180000.0,0.0,223293.66306557474,634002.4727859828
 01/05  05:00:00,269.32443716645486,144.1874739362693,413.5119111027242,1488642.8799698069,339074.9061705694,180000.0,0.0,223293.66306557474,627973.3588449501
 01/05  06:00:00,262.8950376072857,149.31828262199144,412.2133202292772,1483967.9528253977,357545.8174391692,180000.0,0.0,223293.66306557474,627973.3588449501
 01/05  07:00:00,1036.252093140767,146.82132492191613,1183.0734180626832,4259064.3050256595,348556.76971889817,180000.0,0.0,223293.66306557474,3417202.278412819
 01/05  08:00:00,847.2039190005527,129.36289278033848,976.5668117808912,3515640.5224112077,285706.41400921857,180000.0,0.0,2025849.7657159003,936644.5086813885
 01/05  09:00:00,578.127152360835,99.61102311561841,677.7381754764534,2439857.4317152323,178599.68321622626,180000.0,0.0,1187598.1515463432,808791.5227716304
 01/05  10:00:00,264.839407410662,25.734202631243193,290.57361004190517,1046064.9961508585,92643.1294724755,0.0,0.0,223293.66306557474,658118.9285501137
 01/05  11:00:00,258.8783871653734,8.513276021395267,267.39166318676865,962609.9874723674,30647.793677022957,0.0,0.0,223293.66306557474,652089.814609081
 01/05  12:00:00,253.8777430637974,0.2686609752802254,254.14640403907762,914927.0545406794,967.1795110088116,0.0,0.0,223293.66306557474,652089.814609081
 01/05  13:00:00,255.0841176224258,0.0,255.0841176224258,918302.8234407329,0.0,0.0,0.0,223293.66306557474,664148.0424911462
 01/05  14:00:00,577.9475216615688,0.0,577.9475216615688,2080611.0779816476,0.0,0.0,0.0,223293.66306557474,1829028.0568557284
 01/05  15:00:00,995.395525051959,0.0,995.395525051959,3583423.8901870525,0.0,0.0,0.0,1120069.82602248,2435064.7061042283
 01/05  16:00:00,897.8424008613135,0.0,897.8424008613135,3232232.6431007287,0.0,0.0,0.0,2192419.6353414296,1008951.8898752877
 01/05  17:00:00,1108.2549613522106,28.349636807570302,1136.6045981597808,4091776.553375211,12058.692507253096,90000.0,0.0,2665117.9140084726,1275736.5102098
 01/05  18:00:00,1327.5746432735227,61.50058730733556,1389.0752305808583,5000670.83009109,41402.11430640801,180000.0,0.0,3533982.3690821812,1150131.2332267975
 01/05  19:00:00,1579.259324764974,76.73590414074185,1655.995228905716,5961582.824060578,96249.25490667069,180000.0,0.0,4380337.382314602,1178979.9554795888
 01/05  20:00:00,1607.3574198642602,93.68576241924306,1701.0431822835033,6123755.456220612,157268.744709275,180000.0,0.0,4501888.368257555,1117433.9547153835
 01/05  21:00:00,1410.1804808200766,111.37493976066669,1521.5554205807434,5477599.514090676,220949.7831384001,180000.0,0.0,3781586.229336347,1061033.3576621716
 01/05  22:00:00,1153.066905705105,127.00814532542744,1280.0750510305324,4608270.183709917,277229.3231715388,180000.0,0.0,2858699.113843548,1022306.9652097248
 01/05  23:00:00,1006.5952936374186,139.04705214439807,1145.6423457818169,4124312.4448145404,320569.38771983306,180000.0,0.0,2462532.9374368833,927179.9757040667
 01/05  24:00:00,440.79733167920904,150.1576319081317,590.9549635873408,2127437.868914427,360567.4748692742,180000.0,0.0,674382.8775649817,750466.647589108
 01/06  01:00:00,276.0234526564912,159.05289866627197,435.0763513227632,1566274.8647619474,392590.43519857916,180000.0,0.0,223293.66306557474,652089.814609081
 01/06  02:00:00,274.3486987839822,165.095836341324,439.4445351253062,1582000.3264511023,414345.0108287664,180000.0,0.0,223293.66306557474,646060.7006680483
 01/06  03:00:00,271.9595671826764,170.1531241847793,442.11269136745574,1591605.6889228404,432551.2470652055,180000.0,0.0,223293.66306557474,640031.5867270154
 01/06  04:00:00,270.2848133101673,174.69998637063486,444.98479968080215,1601945.2788508877,448919.95093428553,180000.0,0.0,223293.66306557474,634002.4727859828
 01/06  05:00:00,269.32443716645486,178.8925244752146,448.2169616416694,1613581.0619100102,464013.08811077254,180000.0,0.0,223293.66306557474,627973.3588449501
 01/06  06:00:00,268.61005943765826,182.62895325148645,451.23901268914466,1624460.445680921,477464.23170535127,180000.0,0.0,223293.66306557474,627973.3588449501
 01/06  07:00:00,271.24518945387985,182.04912844736026,453.2943179012401,1631859.5444444644,475376.86241049686,180000.0,0.0,223293.66306557474,640031.5867270154
 01/06  08:00:00,272.4515640125083,160.73400099389406,433.1855650064023,1559468.0340230486,398642.40357801865,180000.0,0.0,223293.66306557474,652089.814609081
 01/06  09:00:00,580.2702855472248,123.41496608915739,703.6852516363822,2533266.905890976,264293.87792096665,180000.0,0.0,1187598.1515463432,808791.5227716304
 01/06  10:00:00,903.2072191349707,87.1462858097211,990.3535049446918,3565272.6178008905,133726.628914996,180000.0,0.0,2214929.0771827176,959464.1169931472
 01/06  11:00:00,879.7388552353472,14.4498270147785,894.1886822501257,3219079.2561004525,52019.3772532026,0.0,0.0,2151902.6400271114,953435.0030521146
 01/06  12:00:00,855.932942713878,1.4870330153740894,857.4199757292522,3086711.912625307,5353.318855346723,0.0,0.0,2070868.649398476,969341.7871928025
 01/06  13:00:00,843.5816221034655,0.0,843.5816221034655,3036893.8395724758,0.0,0.0,0.0,2007842.2122428697,998190.509445594
 01/06  14:00:00,837.865146187716,0.0,837.865146187716,3016314.5262757777,0.0,0.0,0.0,1989834.6587698394,998190.509445594
 01/06  15:00:00,840.7042672540548,0.0,840.7042672540548,3026535.362114597,0.0,0.0,0.0,2016845.988979385,981400.0150748678
 01/06  16:00:00,575.6258823056152,0.0,575.6258823056152,2072253.1763002144,0.0,0.0,0.0,1207856.6492035023,833535.4092127008
 01/06  17:00:00,323.43426946902,43.62098699246854,367.05525646148857,1321398.9232613589,67035.55317288674,90000.0,0.0,223293.66306557474,892206.2703732118
 01/06  18:00:00,283.7064618061912,76.58103616693163,360.28749797312287,1297034.9927032422,95691.73020095384,180000.0,0.0,223293.66306557474,700322.7261373426
 01/06  19:00:00,294.19974683917513,92.44033031911097,386.6400771582861,1391904.27776983,152785.18914879952,180000.0,0.0,223293.66306557474,712380.9540194079
 01/06  20:00:00,299.4227718397159,108.55205215097482,407.9748239906907,1468709.3663664865,210787.3877435093,180000.0,0.0,223293.66306557474,700322.7261373426
