Date/Time,Whole Building:Facility Total Building Electricity Demand Rate [W](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,276.0234526564912,77.85126923136701,353.8747218878582,1273948.9987962893,235264.56923292123,45000.0,0.0,223293.66306557474,652089.814609081
 01/01  02:00:00,274.3486987839822,62.29902712709536,336.64772591107754,1211931.813279879,224276.49765754328,0.0,0.0,223293.66306557474,646060.7006680483
 01/01  03:00:00,272.673944911473,61.125614567455855,333.7995594789288,1201678.4141241438,220052.21244284106,0.0,0.0,223293.66306557474,640031.5867270154
 01/01  04:00:00,270.99919103896394,60.67848651257358,331.6776775515375,1194039.639185535,218442.5514452649,0.0,0.0,223293.66306557474,634002.4727859828
 01/01  05:00:00,269.32443716645486,60.362483673152326,329.6869208396072,1186872.915022586,217304.94122334835,0.0,0.0,223293.66306557474,627973.3588449501
 01/01  06:00:00,262.8950376072857,61.227816145333065,324.12285375261877,1166842.2735094274,220420.138123199,0.0,0.0,223293.66306557474,627973.3588449501
 01/01  07:00:00,264.8157898947107,62.19652382692533,327.012313721636,1177244.3293978898,223907.48577693116,0.0,0.0,223293.66306557474,640031.5867270154
 01/01  08:00:00,267.45091991093227,60.93539692871935,328.3863168396516,1182190.7406227458,219367.42894338965,0.0,0.0,223293.66306557474,652089.814609081
 01/01  09:00:00,268.41129605464477,55.5946636421255,324.0059596967702,1166421.454908373,200140.7891116518,0.0,0.0,223293.66306557474,658118.9285501137
 01/01  10:00:00,264.839407410662,46.9083943932249,311.7478018038869,1122292.0864939927,168870.21981560963,0.0,0.0,223293.66306557474,658118.9285501137
 01/01  11:00:00,878.3100997777541,33.56762745502614,911.8777272327802,3282759.8180380086,120843.45883809408,0.0,0.0,2151902.6400271114,953435.0030521146
 01/01  12:00:00,704.8833595047604,24.46487185692976,729.3482313616902,2625653.632902085,88073.53868494714,0.0,0.0,1608974.9028152507,890028.7940468721
 01/01  13:00:00,843.5816221034655,16.950630697013718,860.5322528004792,3097916.1100817253,61022.270509249385,0.0,0.0,2007842.2122428697,998190.509445594
 01/01  14:00:00,837.865146187716,13.449132347323058,851.3142785350392,3064731.402726141,48416.87645036301,0.0,0.0,1989834.6587698394,998190.509445594
 01/01  15:00:00,840.7042672540548,10.868116171742793,851.5723834257975,3065660.5803328715,39125.21821827405,0.0,0.0,2016845.988979385,981400.0150748678
 01/01  16:00:00,897.8424008613135,12.497836014866582,910.34023687618,3277224.8527542483,44992.20965351969,0.0,0.0,2192419.6353414296,1008951.8898752877
 01/01  17:00:00,912.0497883814129,27.972653423627666,940.0224418050406,3384080.790498146,100701.55232505959,0.0,0.0,2054661.8512727483,1179853.950250653
 01/01  18:00:00,282.9920840773947,36.67995784387413,319.67204192126883,1150819.3509165677,132047.84823794683,0.0,0.0,223293.66306557474,700322.7261373426
 01/01  19:00:00,616.0004246172223,46.86143123078617,662.8618558480085,2386302.6810528305,168701.15243083017,0.0,0.0,1262554.5928778315,829030.7043844531
 01/01  20:00:00,1607.3574198642602,74.70797919309445,1682.0653990573546,6055435.436606477,178948.72509514002,90000.0,0.0,4501888.368257555,1117433.9547153835
 01/01  21:00:00,1410.1804808200766,107.27888110026622,1517.4593619203429,5462853.702913234,206203.97196095836,180000.0,0.0,3781586.229336347,1061033.3576621716
 01/01  22:00:00,1153.066905705105,115.58869293317208,1268.655598638277,4567160.1550977975,236119.2945594195,180000.0,0.0,2858699.113843548,1022306.9652097248
 01/01  23:00:00,1006.5952936374186,122.05582367333581,1128.6511173107544,4063144.022318716,259400.96522400895,180000.0,0.0,2462532.9374368833,927179.9757040667
 01/01  24:00:00,591.7520354398761,128.18549323804064,719.9375286779167,2591775.1032405,281467.77565694635,180000.0,0.0,1125472.0920643888,842814.366628102
 01/02  01:00:00,415.9482161386197,133.2982134283248,549.2464295669445,1977287.1464410003,299873.5683419693,180000.0,0.0,558234.157663937,820878.4685463815
 01/02  02:00:00,274.3486987839822,137.5862027113579,411.93490149534006,1482965.6453832241,315310.3297608885,180000.0,0.0,223293.66306557474,646060.7006680483
 01/02  03:00:00,272.673944911473,140.1960182707945,412.8699631822675,1486331.8674561628,324705.6657748602,180000.0,0.0,223293.66306557474,640031.5867270154
 01/02  04:00:00,270.99919103896394,141.97509026607733,412.97428130504136,1486707.4126981485,331110.32495787845,180000.0,0.0,223293.66306557474,634002.4727859828
 01/02  05:00:00,269.32443716645486,142.94212109735167,412.26655826380653,1484159.6097497037,334591.63595046604,180000.0,0.0,223293.66306557474,627973.3588449501
 01/02  06:00:00,262.8950376072857,143.29838807275587,406.1934256800415,1462296.3324481496,335874.1970619211,180000.0,0.0,223293.66306557474,627973.3588449501
 01/02  07:00:00,374.59804881712944,142.56707319203528,517.1651220091646,1861794.4392329927,333241.463491327,180000.0,0.0,568138.3120741035,690403.0698391941
 01/02  08:00:00,847.2039190005527,135.76210419739493,982.9660231979477,3538677.6835126113,308743.57511062175,180000.0,0.0,2025849.7657159003,936644.5086813885
 01/02  09:00:00,268.41129605464477,105.37415875443469,373.78545480907945,1345627.637312686,289346.9715159649,90000.0,0.0,223293.66306557474,658118.9285501137
 01/02  10:00:00,264.839407410662,71.92200183002564,336.7614092406876,1212341.0732664755,258919.20658809232,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  11:00:00,258.8783871653734,65.25353395971419,324.13192112508756,1166874.9160503154,234912.72225497104,0.0,0.0,223293.66306557474,652089.814609081
 01/02  12:00:00,253.8777430637974,62.00208876026168,315.8798318240591,1137167.3945666128,223207.51953694204,0.0,0.0,223293.66306557474,652089.814609081
 01/02  13:00:00,255.0841176224258,60.46894980091429,315.55306742334005,1135991.0427240243,217688.21928329143,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  14:00:00,254.36973989362926,59.49378743266067,313.8635273262899,1129908.6983746437,214177.63475757837,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  15:00:00,254.36973989362926,59.38837610540036,313.7581159990296,1129529.2175965067,213798.15397944127,0.0,0.0,223293.66306557474,664148.0424911462
 01/02  16:00:00,253.40936374991674,60.93885306949636,314.3482168194131,1131653.5805498871,219379.87105018692,0.0,0.0,223293.66306557474,658118.9285501137
 01/02  17:00:00,323.43426946902,73.82280449160979,397.2570739606298,1430125.4662582672,265762.09616979526,0.0,0.0,223293.66306557474,892206.2703732118
 01/02  18:00:00,282.9920840773947,69.28188178598423,352.27396586337886,1268186.277108164,249414.77442954326,0.0,0.0,223293.66306557474,700322.7261373426
 01/02  19:00:00,1579.259324764974,63.836814862068444,1643.0961396270425,5915146.1026573535,229812.5335034464,0.0,0.0,4380337.382314602,1178979.9554795888
 01/02  20:00:00,1607.3574198642602,112.78247263428415,1720.1398924985444,6192503.61299476,226016.90148342296,180000.0,0.0,4501888.368257555,1117433.9547153835
 01/02  21:00:00,1410.1804808200766,114.6633556613365,1524.8438364814128,5489437.811333087,232788.0803808114,180000.0,0.0,3781586.229336347,1061033.3576621716
 01/02  22:00:00,1153.066905705105,117.61786184598012,1270.684767551085,4574465.163183906,243424.3026455284,180000.0,0.0,2858699.113843548,1022306.9652097248
 01/02  23:00:00,1006.5952936374186,120.35628834944141,1126.95158198686,4057025.695152696,253282.6380579891,180000.0,0.0,2462532.9374368833,927179.9757040667
