Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,922090,-,-,-,33.57,-86.74,-6,213,-6,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2004,1,1,0,30,0,0,0,0,0.13,1000,2,169,0.8,,,,,,
2004,1,1,1,30,0,0,0,0,0.13,1000,2,170,0.9,,,,,,
2004,1,1,2,30,0,0,0,0,0.13,1000,2,179,1,,,,,,
2004,1,1,3,30,0,0,0,0,0.13,1000,2,175,1,,,,,,
2004,1,1,4,30,0,0,0,0,0.13,1000,2,151,0.9,,,,,,
2004,1,1,5,30,0,0,0,0,0.13,1000,2,142,0.8,,,,,,
2004,1,1,6,30,0,0,0,0,0.13,1000,2,143,0.5,,,,,,
2004,1,1,7,30,1,38,65,45,0.13,1000,5,148,0.1,,,,,,
2004,1,1,8,30,2,80,467,209,0.13,1000,8,152,0.1,,,,,,
2004,1,1,9,30,3,74,819,411,0.13,1000,11,150,0.1,,,,,,
2004,1,1,10,30,4,223,81,264,0.13,1000,13,175,0.1,,,,,,
2004,1,1,11,30,4,245,79,289,0.13,1000,14,186,0.1,,,,,,
2004,1,1,12,30,5,92,855,554,0.13,1000,15,185,0.1,,,,,,
2004,1,1,13,30,7,91,807,478,0.13,1000,15,185,0.1,,,,,,
2004,1,1,14,30,9,84,710,349,0.13,1000,14,184,0.1,,,,,,
2004,1,1,15,30,11,58,511,173,0.13,1000,11,177,0.1,,,,,,
2004,1,1,16,30,9,25,0,25,0.13,1000,9,169,0.1,,,,,,
2004,1,1,17,30,7,0,0,0,0.13,1000,9,165,0.1,,,,,,
2004,1,1,18,30,7,0,0,0,0.13,1000,9,167,0.1,,,,,,
2004,1,1,19,30,6,0,0,0,0.13,1000,9,172,0.1,,,,,,
2004,1,1,20,30,6,0,0,0,0.13,1000,8,181,0.1,,,,,,
2004,1,1,21,30,6,0,0,0,0.13,1000,8,185,0.1,,,,,,
2004,1,1,22,30,6,0,0,0,0.13,1000,8,181,0.1,,,,,,
2004,1,1,23,30,6,0,0,0,0.13,1000,8,175,0.1,,,,,,
2004,1,2,0,30,7,0,0,0,0.13,1000,8,174,0.1,,,,,,
2004,1,2,1,30,7,0,0,0,0.13,1000,8,168,0.1,,,,,,
2004,1,2,2,30,7,0,0,0,0.13,990,7,166,0.1,,,,,,
2004,1,2,3,30,7,0,0,0,0.13,990,7,175,0.1,,,,,,
2004,1,2,4,30,8,0,0,0,0.13,990,8,168,0.1,,,,,,
2004,1,2,5,30,8,0,0,0,0.13,990,8,171,0.1,,,,,,
2004,1,2,6,30,9,0,0,0,0.13,990,8,172,0.1,,,,,,
2004,1,2,7,30,9,6,0,6,0.13,1000,9,170,0.1,,,,,,
2004,1,2,8,30,10,40,0,40,0.13,1000,11,168,0.1,,,,,,
2004,1,2,9,30,11,98,0,98,0.13,1000,12,165,0.1,,,,,,
2004,1,2,10,30,12,176,8,180,0.13,990,13,165,0.1,,,,,,
2004,1,2,11,30,12,225,36,245,0.13,990,14,163,0.1,,,,,,
2004,1,2,12,30,13,225,40,247,0.13,990,14,162,0.1,,,,,,
2004,1,2,13,30,14,204,56,231,0.13,990,15,161,0.1,,,,,,
2004,1,2,14,30,14,67,0,67,0.13,990,15,163,0.2,,,,,,
2004,1,2,15,30,15,35,0,35,0.13,990,15,163,0.1,,,,,,
2004,1,2,16,30,14,20,144,28,0.13,990,14,168,0.1,,,,,,
2004,1,2,17,30,14,0,0,0,0.13,990,14,177,0.1,,,,,,
2004,1,2,18,30,14,0,0,0,0.13,990,14,180,0.1,,,,,,
2004,1,2,19,30,14,0,0,0,0.13,990,14,184,0.1,,,,,,
2004,1,2,20,30,15,0,0,0,0.13,990,15,188,0.1,,,,,,
2004,1,2,21,30,15,0,0,0,0.13,990,15,191,0.1,,,,,,
2004,1,2,22,30,15,0,0,0,0.13,990,15,194,0.1,,,,,,
2004,1,2,23,30,15,0,0,0,0.13,990,15,192,0.1,,,,,,
2004,1,3,0,30,15,0,0,0,0.13,990,15,194,0.1,,,,,,
2004,1,3,1,30,15,0,0,0,0.13,990,14,196,0.1,,,,,,
2004,1,3,2,30,14,0,0,0,0.13,990,14,190,0.1,,,,,,
2004,1,3,3,30,14,0,0,0,0.13,990,14,190,0.1,,,,,,
2004,1,3,4,30,14,0,0,0,0.13,990,14,190,0.1,,,,,,
2004,1,3,5,30,14,0,0,0,0.13,990,14,188,0.1,,,,,,
2004,1,3,6,30,14,0,0,0,0.13,990,14,183,0.1,,,,,,
2004,1,3,7,30,14,19,0,19,0.13,990,14,177,0.1,,,,,,
2004,1,3,8,30,15,55,0,55,0.13,990,15,168,0.1,,,,,,
2004,1,3,9,30,15,79,0,79,0.13,990,16,166,0.1,,,,,,
2004,1,3,10,30,16,77,0,77,0.13,990,17,178,0.2,,,,,,
2004,1,3,11,30,16,192,10,197,0.13,990,18,191,0.2,,,,,,
2004,1,3,12,30,16,135,0,135,0.13,990,19,196,0.30000000000000004,,,,,,
2004,1,3,13,30,16,187,24,199,0.13,990,19,195,0.2,,,,,,
2004,1,3,14,30,16,95,0,95,0.13,990,18,192,0.1,,,,,,
2004,1,3,15,30,17,12,0,12,0.13,990,17,184,0.1,,,,,,
2004,1,3,16,30,16,1,0,1,0.13,990,16,173,0.1,,,,,,
2004,1,3,17,30,16,0,0,0,0.13,990,16,164,0.1,,,,,,
2004,1,3,18,30,16,0,0,0,0.13,990,16,158,0.1,,,,,,
2004,1,3,19,30,16,0,0,0,0.13,990,16,159,0.1,,,,,,
2004,1,3,20,30,16,0,0,0,0.13,990,15,164,0.1,,,,,,
2004,1,3,21,30,15,0,0,0,0.13,990,15,166,0.1,,,,,,
2004,1,3,22,30,15,0,0,0,0.13,990,15,174,0.1,,,,,,
2004,1,3,23,30,15,0,0,0,0.13,990,15,178,0.1,,,,,,
2004,1,4,0,30,15,0,0,0,0.13,990,15,178,0.1,,,,,,
2004,1,4,1,30,15,0,0,0,0.13,990,15,178,0.1,,,,,,
2004,1,4,2,30,15,0,0,0,0.13,990,15,176,0.1,,,,,,
2004,1,4,3,30,15,0,0,0,0.13,990,15,176,0.1,,,,,,
2004,1,4,4,30,15,0,0,0,0.13,990,15,178,0.1,,,,,,
2004,1,4,5,30,15,0,0,0,0.13,990,15,182,0.1,,,,,,
2004,1,4,6,30,15,0,0,0,0.13,990,15,184,0.1,,,,,,
2004,1,4,7,30,15,17,0,17,0.13,990,15,183,0.1,,,,,,
2004,1,4,8,30,16,109,56,124,0.13,990,17,188,0.2,,,,,,
2004,1,4,9,30,16,175,223,267,0.13,990,19,190,0.30000000000000004,,,,,,
2004,1,4,10,30,17,124,0,124,0.13,990,20,190,0.30000000000000004,,,,,,
2004,1,4,11,30,17,251,91,302,0.13,990,21,192,0.4,,,,,,
2004,1,4,12,30,17,145,0,145,0.13,990,21,200,0.30000000000000004,,,,,,
2004,1,4,13,30,17,173,463,398,0.13,990,20,199,0.2,,,,,,
2004,1,4,14,30,18,97,0,97,0.13,990,19,194,0.2,,,,,,
2004,1,4,15,30,18,53,0,53,0.13,990,18,191,0.2,,,,,,
2004,1,4,16,30,18,9,0,9,0.13,990,18,190,0.2,,,,,,
2004,1,4,17,30,18,0,0,0,0.13,990,18,190,0.2,,,,,,
2004,1,4,18,30,18,0,0,0,0.13,990,18,193,0.2,,,,,,
2004,1,4,19,30,18,0,0,0,0.13,990,18,197,0.2,,,,,,
2004,1,4,20,30,18,0,0,0,0.13,990,18,200,0.2,,,,,,
2004,1,4,21,30,18,0,0,0,0.13,980,17,202,0.2,,,,,,
2004,1,4,22,30,17,0,0,0,0.13,980,17,202,0.2,,,,,,
2004,1,4,23,30,17,0,0,0,0.13,980,17,201,0.2,,,,,,
2004,1,5,0,30,17,0,0,0,0.13,980,17,205,0.2,,,,,,
2004,1,5,1,30,17,0,0,0,0.13,980,17,214,0.2,,,,,,
2004,1,5,2,30,17,0,0,0,0.13,980,17,220,0.2,,,,,,
2004,1,5,3,30,17,0,0,0,0.13,980,17,220,0.2,,,,,,
2004,1,5,4,30,16,0,0,0,0.13,980,16,220,0.1,,,,,,
2004,1,5,5,30,15,0,0,0,0.13,980,15,224,0.1,,,,,,
2004,1,5,6,30,14,0,0,0,0.13,990,14,248,0.1,,,,,,
2004,1,5,7,30,11,13,0,13,0.13,990,12,282,0.2,,,,,,
2004,1,5,8,30,9,3,0,3,0.13,990,10,310,0.30000000000000004,,,,,,
2004,1,5,9,30,8,53,0,53,0.13,990,9,326,0.30000000000000004,,,,,,
2004,1,5,10,30,7,92,0,92,0.13,990,9,326,0.30000000000000004,,,,,,
2004,1,5,11,30,7,142,0,142,0.13,990,10,321,0.30000000000000004,,,,,,
2004,1,5,12,30,6,130,0,130,0.13,990,10,314,0.30000000000000004,,,,,,
2004,1,5,13,30,6,71,0,71,0.13,990,10,316,0.30000000000000004,,,,,,
2004,1,5,14,30,5,108,0,108,0.13,990,9,318,0.2,,,,,,
2004,1,5,15,30,4,78,0,78,0.13,990,8,320,0.1,,,,,,
