Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,332380,-,-,-,35.13,-111.66,-7,2141,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2020,1,1,0,30,0,0,0,-11.8,-9.3,786,81.9,61,0.7000000000000001,0.75,0,0,0
2020,1,1,1,30,0,0,0,-11.9,-9.200000000000001,786,80.99,61,0.8,0.75,0,0,0
2020,1,1,2,30,0,0,0,-11.8,-9,785,80.22,61,0.8,0.75,0,0,0
2020,1,1,3,30,0,0,0,-11.600000000000001,-8.8,785,80.45,62,0.8,0.75,0,0,0
2020,1,1,4,30,0,0,0,-11.100000000000001,-8.6,785,82.22,72,0.8,0.75,0,0,0
2020,1,1,5,30,0,0,0,-10.700000000000001,-8.200000000000001,785,82.25,81,0.9,0.75,0,0,0
2020,1,1,6,30,0,0,0,-10.200000000000001,-7.7,785,82.07000000000001,72,0.9,0.75,0,0,0
2020,1,1,7,30,46,4,3,-9.9,-6.6000000000000005,785,77.28,75,0.8,0.75,4,46,3
2020,1,1,8,30,37,83,89,-8.5,-4,785,70.94,117,0.8,0.75,31,698,138
2020,1,1,9,30,43,175,188,-5.7,-1.1,785,71.21000000000001,194,0.8,0.75,46,888,319
2020,1,1,10,30,21,199,208,-4.1000000000000005,0.7000000000000001,785,70.2,254,1,0.75,54,960,464
2020,1,1,11,30,11,238,244,-4.1000000000000005,1.9000000000000001,784,64.42,270,1.2000000000000002,0.75,56,998,558
2020,1,1,12,30,469,265,513,-4.6000000000000005,2.6,782,59.18,264,1.3,0.75,58,1008,591
2020,1,1,13,30,11,229,235,-4.7,2.8000000000000003,781,57.84,251,1.4000000000000001,0.75,59,996,560
2020,1,1,14,30,2,143,144,-4.2,2.3000000000000003,780,62.27,252,1.3,0.75,57,951,464
2020,1,1,15,30,114,115,150,-3,1,781,74.74,279,1,0.75,49,864,316
2020,1,1,16,30,662,34,136,-2.2,-1.1,781,92.26,304,0.8,0.75,34,662,136
2020,1,1,17,30,40,4,3,-3.1,-2.8000000000000003,781,97.83,308,0.8,0.71,4,40,3
2020,1,1,18,30,0,0,0,-3.9000000000000004,-3.7,780,98.56,305,0.9,0.71,0,0,0
2020,1,1,19,30,0,0,0,-4.9,-4.6000000000000005,779,97.77,306,1,0.71,0,0,0
2020,1,1,20,30,0,0,0,-5.6000000000000005,-5.300000000000001,779,97.92,312,1,0.71,0,0,0
2020,1,1,21,30,0,0,0,-5.9,-5.6000000000000005,779,97.77,323,1,0.71,0,0,0
2020,1,1,22,30,0,0,0,-5.800000000000001,-5.5,779,97.46000000000001,334,1,0.71,0,0,0
2020,1,1,23,30,0,0,0,-5.5,-5.5,778,100,342,0.9,0.71,0,0,0
2020,1,2,0,30,0,0,0,-5.800000000000001,-5.800000000000001,778,100,348,0.9,0.71,0,0,0
2020,1,2,1,30,0,0,0,-6,-6,778,100,352,0.9,0.71,0,0,0
2020,1,2,2,30,0,0,0,-6.4,-6.4,778,100,355,0.8,0.71,0,0,0
2020,1,2,3,30,0,0,0,-6.800000000000001,-6.800000000000001,778,100,356,0.8,0.71,0,0,0
2020,1,2,4,30,0,0,0,-7.1000000000000005,-7.1000000000000005,778,100,180,0.8,0.71,0,0,0
2020,1,2,5,30,0,0,0,-7.4,-7.4,778,100,4,0.8,0.71,0,0,0
2020,1,2,6,30,0,0,0,-7.5,-7.5,779,100,7,0.9,0.71,0,0,0
2020,1,2,7,30,50,5,3,-6.5,-6.5,779,100,9,1,0.71,5,50,3
2020,1,2,8,30,741,30,143,-5.300000000000001,-4.2,780,91.74,13,1.5,0.71,30,741,143
2020,1,2,9,30,926,42,327,-4.6000000000000005,-2,781,82.38,19,1.9000000000000001,0.71,42,926,327
2020,1,2,10,30,1001,51,479,-5.4,-0.6000000000000001,781,70.23,22,2,0.71,51,1001,479
2020,1,2,11,30,1035,56,577,-6,0.5,781,61.800000000000004,18,1.9000000000000001,0.71,56,1035,577
2020,1,2,12,30,1047,56,610,-6.7,1.1,781,56.01,13,1.9000000000000001,0.71,56,1047,610
2020,1,2,13,30,1035,56,578,-7.300000000000001,1.4000000000000001,781,52.26,9,1.8,0.71,56,1035,578
2020,1,2,14,30,999,54,483,-7.6000000000000005,1.2000000000000002,781,51.94,6,1.7000000000000002,0.71,54,999,483
2020,1,2,15,30,914,44,328,-7.4,-0.1,782,58,3,1.2000000000000002,0.71,44,914,328
2020,1,2,16,30,733,31,145,-6.5,-3.3000000000000003,782,78.49,2,0.8,0.71,31,733,145
2020,1,2,17,30,53,4,3,-8.1,-5.7,783,83.44,4,0.7000000000000001,0.71,4,53,3
2020,1,2,18,30,0,0,0,-8.700000000000001,-6,784,81.17,10,0.7000000000000001,0.71,0,0,0
