Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,480514,-,-,-,39.81,-105.14,-7,1681,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2018,1,1,0,30,0,0,0,-14.600000000000001,-9.8,827,67.93,123,0.7000000000000001,0.14,0,0,0
2018,1,1,1,30,0,0,0,-15.4,-10,827,64.68,153,0.8,0.14,0,0,0
2018,1,1,2,30,0,0,0,-15.9,-9.9,827,61.53,176,1.1,0.14,0,0,0
2018,1,1,3,30,0,0,0,-16.1,-9.700000000000001,826,59.67,194,1.5,0.14,0,0,0
2018,1,1,4,30,0,0,0,-16.2,-9.3,826,57.17,209,1.7000000000000002,0.14,0,0,0
2018,1,1,5,30,0,0,0,-16.400000000000002,-8.8,826,54.33,222,1.8,0.14,0,0,0
2018,1,1,6,30,0,0,0,-16.5,-8.200000000000001,826,51.28,236,1.8,0.14,0,0,0
2018,1,1,7,30,1,8,8,-16.5,-6.6000000000000005,826,45.38,244,1.7000000000000002,0.14,11,168,14
2018,1,1,8,30,20,76,79,-15.5,-3.9000000000000004,826,40.25,252,1.3,0.14,35,716,158
2018,1,1,9,30,32,124,134,-14.100000000000001,-1.2000000000000002,825,36.85,188,0.7000000000000001,0.14,45,875,311
2018,1,1,10,30,69,176,204,-12.8,1.5,825,33.58,112,0.4,0.14,50,947,428
2018,1,1,11,30,798,99,458,-12.3,3.6,824,30.12,224,0.4,0.14,52,977,492
2018,1,1,12,30,827,89,464,-12.100000000000001,4.6000000000000005,823,28.73,349,0.7000000000000001,0.14,53,969,492
2018,1,1,13,30,569,141,374,-11.700000000000001,4.5,823,29.88,194,1.1,0.14,51,944,437
2018,1,1,14,30,83,152,179,-10.700000000000001,2.9000000000000004,823,36.13,46,1.4000000000000001,0.14,46,873,325
2018,1,1,15,30,85,101,117,-8.6,0.30000000000000004,823,51.1,59,1.5,0.14,36,731,177
2018,1,1,16,30,2,15,15,-9.700000000000001,-2,824,55.67,57,1.3,0.14,16,283,27
2018,1,1,17,30,0,0,0,-10.200000000000001,-3.1,824,57.96,53,1.1,0.15,0,0,0
2018,1,1,18,30,0,0,0,-10.3,-3.7,824,60.14,51,1.1,0.15,0,0,0
2018,1,1,19,30,0,0,0,-10.4,-4.1000000000000005,824,61.75,53,0.9,0.15,0,0,0
2018,1,1,20,30,0,0,0,-10.4,-4.5,824,63.56,55,0.7000000000000001,0.15,0,0,0
2018,1,1,21,30,0,0,0,-10.4,-5,825,65.73,60,0.6000000000000001,0.15,0,0,0
2018,1,1,22,30,0,0,0,-10.5,-5.6000000000000005,825,68.2,53,0.5,0.15,0,0,0
2018,1,1,23,30,0,0,0,-10.700000000000001,-6.1000000000000005,825,69.94,37,0.7000000000000001,0.15,0,0,0
2018,1,2,0,30,0,0,0,-10.8,-6.800000000000001,826,72.9,38,1.1,0.15,0,0,0
2018,1,2,1,30,0,0,0,-11.100000000000001,-7.6000000000000005,827,75.73,43,1.5,0.15,0,0,0
2018,1,2,2,30,0,0,0,-11.700000000000001,-8.3,828,76.3,41,1.6,0.15,0,0,0
2018,1,2,3,30,0,0,0,-12.3,-8.8,828,75.52,33,1.4000000000000001,0.15,0,0,0
2018,1,2,4,30,0,0,0,-12.9,-9.200000000000001,828,74.3,17,0.9,0.15,0,0,0
