Date/Time,Whole Building:Facility Total Building Electricity Demand Rate [W](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,538.3674996996193,441.12334424728544,979.4908439469049,3526167.0382088576,1408044.0392902275,180000.0,0.0,80232.32718333328,1828315.4337631182
 01/01  02:00:00,476.272180333236,437.23189729896853,913.5040776322046,3288614.6794759366,1394034.830276287,180000.0,0.0,65512.01591498619,1619492.5953124852
 01/01  03:00:00,466.63412720983786,460.80738623522814,927.441513445066,3338789.4484022376,1478906.5904468214,180000.0,0.0,65512.01591498619,1584795.604068252
 01/01  04:00:00,456.99607408643965,483.73881064389576,940.7348847303355,3386645.5850292076,1561459.7183180249,180000.0,0.0,65512.01591498619,1550098.6128240186
 01/01  05:00:00,455.9495406100563,567.875,1023.8245406100564,3685768.3461962026,1864350.0,180000.0,0.0,65512.01591498619,1546331.0923090386
 01/01  06:00:00,506.82629904607717,567.875,1074.7012990460773,3868924.676565878,1864350.0,180000.0,0.0,112524.18118191452,1688261.7170150375
 01/01  07:00:00,702.973848943529,567.875,1270.848848943529,4575055.856196703,1864350.0,180000.0,0.0,368339.3202507573,2139863.637488855
 01/01  08:00:00,740.3142778854159,567.875,1308.1892778854158,4709481.400387498,1864350.0,180000.0,0.0,381932.4004760328,2261339.0414102892
 01/01  09:00:00,704.9735875212509,567.875,1272.848587521251,4582254.915076503,1864350.0,180000.0,0.0,376296.2452606747,2140391.6512705702
 01/01  10:00:00,692.097882912195,567.7353170198624,1259.8331999320576,4535399.519755406,1863847.1412715046,180000.0,0.0,356735.4712779613,2116814.5884402674
 01/01  11:00:00,769.9334923089165,527.7601269223443,1297.693619231261,4671697.029232538,1719936.4569204396,180000.0,0.0,404477.0213374653,2353138.871944462
 01/01  12:00:00,759.9945797598031,502.02313266843356,1262.0177124282366,4543263.764741652,1627283.2776063608,180000.0,0.0,336180.08166900807,2390156.3061275296
 01/01  13:00:00,727.1057059284294,464.60443008887495,1191.7101360173044,4290156.489662295,1492575.9483199497,180000.0,0.0,379280.0921393937,2230585.1697319495
 01/01  14:00:00,687.980447603321,433.5243983830996,1121.5048459864206,4037417.445551114,1380687.8341791588,180000.0,0.0,324907.7712382918,2144749.5006185775
 01/01  15:00:00,721.8146302065471,410.9973251853821,1132.8119553919291,4078123.039410945,1299590.3706673756,180000.0,0.0,382263.9390181127,2209196.390210371
 01/01  16:00:00,792.221479182715,392.7843738837921,1185.0058530665071,4266021.071039425,1234023.7459816518,180000.0,0.0,416743.94739442127,2427538.09819235
 01/01  17:00:00,960.6844649756005,390.4838171320429,1351.1682821076433,4864205.815587516,1225741.7416753543,180000.0,0.0,655120.1591498619,2791128.0555998785
 01/01  18:00:00,1048.1131049999665,409.3723480765043,1457.4854530764708,5246947.631075296,1293740.4530754155,180000.0,0.0,864652.517744352,2884765.881886602
 01/01  19:00:00,1393.09350432895,421.2666099416323,1814.3601142705825,6531696.411374097,1336559.7957898765,180000.0,0.0,1299631.0849531675,3684001.472791124
