Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,3684536.4660254186,1566413.4671067887,180000.0,0.0,80232.32718333328,1828315.4337631182
 01/01  02:00:00,3407730.8931843787,1513151.0439847289,180000.0,0.0,65512.01591498619,1619492.5953124852
 01/01  03:00:00,3398123.746456974,1538240.8885015575,180000.0,0.0,65512.01591498619,1584795.604068252
 01/01  04:00:00,3381175.749027455,1555989.8823162727,180000.0,0.0,65512.01591498619,1550098.6128240186
 01/01  05:00:00,3685768.3461962026,1864350.0,180000.0,0.0,65512.01591498619,1546331.0923090386
 01/01  06:00:00,3868924.676565878,1864350.0,180000.0,0.0,112524.18118191452,1688261.7170150375
 01/01  07:00:00,4575055.856196703,1864350.0,180000.0,0.0,368339.3202507573,2139863.637488855
 01/01  08:00:00,4709481.400387498,1864350.0,180000.0,0.0,381932.4004760328,2261339.0414102892
 01/01  09:00:00,4582254.915076503,1864350.0,180000.0,0.0,376296.2452606747,2140391.6512705702
 01/01  10:00:00,4505789.707998479,1834237.3295145764,180000.0,0.0,356735.4712779613,2116814.5884402674
 01/01  11:00:00,4619250.270543928,1667489.6982318293,180000.0,0.0,404477.0213374653,2353138.871944462
 01/01  12:00:00,4553114.295485679,1637133.8083503875,180000.0,0.0,336180.08166900807,2390156.3061275296
 01/01  13:00:00,4361994.905592224,1564414.364249878,180000.0,0.0,379280.0921393937,2230585.1697319495
 01/01  14:00:00,4194980.549855322,1538250.938483366,180000.0,0.0,324907.7712382918,2144749.5006185775
 01/01  15:00:00,4311494.258469336,1532961.5897257668,180000.0,0.0,382263.9390181127,2209196.390210371
 01/01  16:00:00,4516649.994832765,1484652.669774991,180000.0,0.0,416743.94739442127,2427538.09819235
 01/01  17:00:00,5127367.686942279,1488903.613030118,180000.0,0.0,655120.1591498619,2791128.0555998785
 01/01  18:00:00,5523046.4409252945,1569839.2629254153,180000.0,0.0,864652.517744352,2884765.881886602
 01/01  19:00:00,6820950.152162358,1625813.536578138,180000.0,0.0,1299631.0849531675,3684001.472791124
 01/01  20:00:00,7154646.141496313,1384279.363833183,180000.0,0.0,1121594.8878562665,4426980.792672263
 01/01  21:00:00,5982549.708352314,1550091.8533754775,180000.0,0.0,876587.9052592281,3317362.41372917
 01/01  22:00:00,5368424.98758879,1640140.7775721508,180000.0,0.0,664403.2383280989,2816372.276317265
 01/01  23:00:00,4800246.465834672,1702132.1643777015,180000.0,0.0,449566.26306033036,2410040.5024082004
 01/01  24:00:00,4100398.944225343,1758979.4545326496,180000.0,0.0,118425.56723093658,2002488.7052389912
 01/02  01:00:00,3863434.4066518056,1801102.0463967,180000.0,0.0,70418.78633776856,1782338.335945159
 01/02  02:00:00,3722628.01145681,1828048.16225716,180000.0,0.0,65512.01591498619,1619492.5953124852
 01/02  03:00:00,3702410.250655939,1842527.392700523,180000.0,0.0,65512.01591498619,1584795.604068252
 01/02  04:00:00,3684570.256312663,1859384.3896014804,180000.0,0.0,65512.01591498619,1550098.6128240186
 01/02  05:00:00,3799655.6960885893,1864350.0,180000.0,0.0,66970.7855001377,1658759.6726162734
 01/02  06:00:00,3819170.805326402,1864350.0,180000.0,0.0,99130.02408188698,1651902.0028755895
 01/02  07:00:00,4237386.357774897,1864350.0,180000.0,0.0,267220.06491639104,1903313.394401414
 01/02  08:00:00,4968843.820384026,1864350.0,180000.0,0.0,488024.73394159746,2414609.1279412527
 01/02  09:00:00,4787241.217835161,1864350.0,180000.0,0.0,461501.6505752064,2260172.5487146964
 01/02  10:00:00,4889215.3736393135,1864350.0,180000.0,0.0,327560.07957493095,2499302.9752987092
 01/02  11:00:00,20088623.85557536,1819794.3764434578,180000.0,0.0,461501.6505752064,17613183.14952652
 01/02  12:00:00,4828641.4359375555,1628480.885071354,180000.0,0.0,389889.3254859502,2620627.126041498
 01/02  13:00:00,4340795.0611538775,1372960.7217890732,180000.0,0.0,379280.0921393937,2400838.967754408
 01/02  14:00:00,4092794.59398514,1270718.0579014972,180000.0,0.0,376627.7838027546,2258376.4127658014
 01/02  15:00:00,3656527.145043253,1219350.9277881323,180000.0,0.0,250643.1378123965,1999460.7399276386
 01/02  16:00:00,3628702.6163865775,1219206.0266870284,180000.0,0.0,241360.05863415968,1980421.2515943872
 01/02  17:00:00,5017917.871141654,1286943.2905124873,180000.0,0.0,287112.37744118436,3251646.3440255616
 01/02  18:00:00,5537508.0125342235,1350853.2434978946,180000.0,0.0,614672.4570161154,3368193.5336512867
 01/02  19:00:00,5440999.672656764,1421959.3420049064,180000.0,0.0,929634.0719920106,2877902.200819918
 01/02  20:00:00,4917876.059138676,1167090.5360019184,180000.0,0.0,810280.1968432502,2718714.2291589077
 01/02  21:00:00,5777964.700102077,1277110.8970586201,180000.0,0.0,927644.840739531,3334701.426315486
