Whole Building:Facility Total Electricity Demand Rate [kW](Hourly)
502.8021947
507.5872809
504.780443
504.30079
505.0266728
506.3978153
505.83543
503.2648905
633.9001261
633.7391723
635.869627
639.5504167
642.5644002
644.1483205
645.1672259
646.3438759
511.8446753
516.4745675
525.5224649
523.3577215
518.7256157
514.4284883
511.9215714
509.8954975
512.9643722
510.4280096
509.1599189
506.8631079
505.6678252
504.9622763
517.8477546
726.1558002
933.6800423
1063.22902
1060.828562
1077.041878
1042.988336
1095.895783
1107.999825
1110.323225
883.3784151
885.454247
714.6590355
722.8856436
715.205888
656.3954552
632.8229141
528.969235
516.9946738
516.0763624
514.7644549
513.9030596
516.8985463
515.8190135
532.5368062
752.7806173
986.3139635
1097.568528
1118.793896
1128.38984
1087.996873
1128.731858
1127.422374
1128.169987
884.5366638
897.7980111
744.0418362
739.0855389
731.2996715
683.4672052
653.8189185
531.5916756
522.6650234
523.2771709
521.9912442
521.9813387
521.9908199
520.8493707
540.1943911
755.166747
1001.184052
1095.756536
1113.305129
1128.90973
1099.537457
1154.993755
1158.734995
1141.598667
880.7844853
892.5126121
747.3949089
766.8515163
758.1567065
716.9189755
692.0206832
551.9782058
537.3973351
534.7610101
530.8593223
528.0847229
528.0108676
527.0434278
556.1132325
813.287032
1010.166528
1131.17423
1150.921219
1157.897683
1089.099989
1122.701683
1136.157082
1155.520517
928.1201202
933.7693391
763.5756673
762.5103784
778.8848436
734.9436267
701.9084692
558.3413025
539.6768541
534.7549377
533.117037
532.8488436
536.3855923
536.3350625
564.5436891
810.0351133
1016.144089
1123.309449
1130.550683
1138.717744
1104.604639
1159.835472
1170.409748
1179.22662
929.1300892
934.708131
766.5482054
763.3611784
763.5759348
725.4323528
718.3435135
558.7206433
554.3484244
544.5636239
545.7292492
545.4534762
543.2345097
540.2445404
572.912367
667.7531943
812.4943532
910.9668215
913.695038
917.6968779
892.5756887
895.9009696
893.8508669
893.5324664
896.5818323
792.2823852
549.9524719
564.609561
564.0110962
555.6337873
551.2914986
548.8245809
512.7991181
511.0195615
508.9805957
506.4243419
504.9298115
504.428583
503.1377472
499.3185487
627.4417137
622.588569
618.6824167
626.3361277
635.9546097
635.6701212
631.3643963
623.9862521
493.022136
502.7150196
519.6859069
525.1259155
522.6398001
521.3574099
520.949317
521.5285373
525.7122272
525.8226294
524.8509573
522.9660064
522.3910756
521.0941003
543.7879452
761.0811507
996.1013513
1099.579825
1113.744493
1127.406145
1093.763748
