Date/Time,Whole Building:Facility Total Building Electricity Demand Rate [W](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,605.2388293440607,701.2460739086803,1306.484903252741,4703345.651709868,2344485.866071249,180000.0,0.0,146007.52502587435,1979158.2356079787
 01/01  02:00:00,607.0604476283265,687.3705953677273,1294.4310429960537,4659951.754785795,2294534.1433238187,180000.0,0.0,146007.52502587435,1985716.0614313358
 01/01  03:00:00,571.2713907468594,704.9611657755247,1276.2325565223841,4594437.203480583,2357860.196791889,180000.0,0.0,146007.52502587435,1856875.4566580541
 01/01  04:00:00,603.0930090311252,722.7198422246647,1325.81285125579,4772926.2645208435,2421791.4320087926,180000.0,0.0,146007.52502587435,1971433.282481411
 01/01  05:00:00,722.8085050308449,737.9682139923591,1460.776719023204,5258796.188483534,2476685.5703724925,180000.0,0.0,146007.52502587435,2402409.0680804015
 01/01  06:00:00,899.4251924366356,754.5094964441741,1653.9346888808097,5954164.879970915,2536234.1871990273,180000.0,0.0,220791.8671122978,2973950.1533731488
 01/01  07:00:00,985.5297510391448,762.8942679591344,1748.4240189982793,6294326.468393806,2566419.364652884,180000.0,0.0,596494.1571179013,2910558.7971628723
 01/01  08:00:00,702.1378840733896,757.7187381374015,1459.856622210791,5255483.839958848,2547787.4572946457,180000.0,0.0,440990.20770010015,2047019.2869171018
 01/01  09:00:00,573.0074379840746,687.508388554438,1260.5158265385128,4537856.975538645,2295030.198795977,180000.0,0.0,146007.52502587435,1878299.6250829406
 01/01  10:00:00,537.580903994059,608.1916628013364,1145.7725667953953,4124781.2404634235,2009489.986084811,180000.0,0.0,146007.52502587435,1756600.4097846197
 01/01  11:00:00,506.6074789405868,555.2368592823789,1061.8443382229657,3822639.617602676,1818852.693416564,180000.0,0.0,146007.52502587435,1652099.6480710024
 01/01  12:00:00,771.7401609781542,505.3167164776207,1277.056877455775,4597404.75884079,1639140.1793194348,180000.0,0.0,747843.4208642343,2012912.2374599143
 01/01  13:00:00,775.0199340731393,460.89385628645164,1235.913790359591,4449289.6452945275,1479217.8826312257,180000.0,0.0,730037.6251293716,2046027.000576165
