Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly)
 01/01  01:00:00,1757798.6822481218,207191.34926753968,180000.0,0.0,251435.183403411,986745.2883818138
 01/01  02:00:00,1815749.0044587813,268300.04580719525,180000.0,0.0,251435.183403411,983586.9140528179
 01/01  03:00:00,1828165.0305581996,283874.44623560976,180000.0,0.0,251435.183403411,980428.5397238217
 01/01  04:00:00,1838778.0508480836,297645.8408544897,180000.0,0.0,251435.183403411,977270.1653948259
 01/01  05:00:00,1849581.2770425482,311607.44137795,180000.0,0.0,251435.183403411,974111.7910658299
 01/01  06:00:00,4149867.988975835,884036.9930099642,180000.0,0.0,337128.39897151233,2642185.339076354
 01/01  07:00:00,3566346.1154887467,729931.998644303,180000.0,0.0,1282832.56838475,1272821.9801588785
 01/01  08:00:00,4497805.008377796,645438.076756984,180000.0,0.0,1939642.8433977421,1634843.3647308499
 01/01  09:00:00,21346018.986852184,655821.4203347507,180000.0,0.0,2421987.889110408,17993207.798723403
 01/01  10:00:00,12664326.638657548,565737.058350928,180000.0,0.0,1744652.2930032602,10093329.632662706
 01/01  11:00:00,3382586.7898653843,504593.5153539639,180000.0,0.0,1336711.5362569096,1297947.152465427
 01/01  12:00:00,2857925.108783221,484608.1884470804,180000.0,0.0,944164.770331176,1205969.4778760436
 01/01  13:00:00,3169166.019875361,479796.3748011674,180000.0,0.0,1086559.1854218834,1388264.321949174
 01/01  14:00:00,5660483.439588966,352657.4070881999,180000.0,0.0,1906289.1966197384,3189869.542986485
 01/01  15:00:00,3115026.3265335,326143.0766576572,180000.0,0.0,1252044.586743516,1325171.370237785
 01/01  16:00:00,2703180.488386603,305977.5914254877,180000.0,0.0,949296.100604715,1233360.6586532637
 01/01  17:00:00,2874031.3007950345,308271.679704058,180000.0,0.0,1062185.366622573,1268876.2031051042
 01/01  18:00:00,5140305.234077621,348359.9180738027,180000.0,0.0,2667008.9096718957,1838419.148413918
 01/01  19:00:00,5423657.554318248,311569.46528090205,180000.0,0.0,3104454.8154910947,1686569.8779251105
 01/01  20:00:00,5889745.822914442,309708.845862505,180000.0,0.0,3098040.6526491717,2114871.411844109
 01/01  21:00:00,7884544.743547343,0.0,180000.0,0.0,4343671.076550763,3098898.7894144584
 01/01  22:00:00,29948671.47325343,14380.33151208963,180000.0,0.0,3679163.806127463,25772848.63071143
 01/01  23:00:00,5621693.978881354,14345.901619374737,180000.0,0.0,2681120.067924128,2484253.131755733
 01/01  24:00:00,1685888.2173931075,83182.1483374201,180000.0,0.0,251435.183403411,989903.6627108096
 01/02  01:00:00,1673469.1573855244,122861.82440494242,180000.0,0.0,251435.183403411,986745.2883818138
 01/02  02:00:00,1698333.3784703854,150884.41981879945,180000.0,0.0,251435.183403411,983586.9140528179
 01/02  03:00:00,1718498.693600277,174208.10927768724,180000.0,0.0,251435.183403411,980428.5397238217
 01/02  04:00:00,1734742.1635637651,193609.95357017143,180000.0,0.0,251435.183403411,977270.1653948259
 01/02  05:00:00,1745351.2803877061,207377.44472310826,180000.0,0.0,251435.183403411,974111.7910658299
 01/02  06:00:00,2298289.289545322,786225.057158076,180000.0,0.0,251435.183403411,974111.7910658299
 01/02  07:00:00,3454878.480926045,618464.3640816015,180000.0,0.0,1282832.56838475,1272821.9801588785
 01/02  08:00:00,4699008.51324627,543291.6708324674,180000.0,0.0,2278310.641451316,1599525.4774702669
